Order_ID,Date,Region,Product,Category,Salesperson,Customer_ID,Customer_Type,Marketing_Channel,Supplier,Units_Sold,Discount_Percent,Inventory_Level,Delivery_Time_Days,Customer_Rating,Unit_Price,Unit_Cost,Gross_Sales,Discount_Amount,Net_Sales,Total_Cost,Profit,Profit_Margin
ORD-1273,2025-08-09,Rajshahi,Tablet,Electronics,Sadia,CUST-498,Retail,Email,Supplier D,18,0.15,23,5,3.2,58545,35278,1053810,158072,895738,635004,260734,0.291
ORD-1004,2025-08-12,Khulna,Tablet,Electronics,Sadia,CUST-207,Retail,Dealer,Supplier C,5,0.06,255,6,3.5,22624,13037,113120,6787,106333,65185,41148,0.387
ORD-1398,2025-08-12,Sylhet,Laptop,Electronics,Rahim,CUST-889,Corporate,Facebook,Supplier D,35,0.0,254,8,4.0,111166,79939,3890810,0,3890810,2797865,1092945,0.281
ORD-1445,2025-08-13,Rajshahi,Laptop,Electronics,Tania,CUST-294,Wholesale,Facebook,Supplier A,25,0.02,220,10,4.9,97046,58061,2426150,48523,2377627,1451525,926102,0.39
ORD-1071,2025-08-14,Khulna,Office Chair,Furniture,Karim,CUST-778,Retail,Email,Supplier D,25,0.04,182,3,3.4,14314,11105,357850,14314,343536,277625,65911,0.192
ORD-1439,2025-08-16,Khulna,Printer,Office Equipment,Karim,CUST-401,Retail,Dealer,Supplier A,2,0.1,36,13,2.6,12194,9091,24388,2439,21949,18182,3767,0.172
ORD-1453,2025-08-16,Rajshahi,Laptop,Electronics,Sadia,CUST-717,Retail,Dealer,Supplier B,35,0.09,28,6,2.9,101513,75278,3552955,319766,3233189,2634730,598459,0.185
ORD-1329,2025-08-16,Dhaka,Printer,Office Equipment,Tania,CUST-622,Retail,Direct Sales,Supplier A,3,0.15,34,6,4.5,48142,38193,144426,21664,122762,114579,8183,0.067
ORD-1335,2025-08-16,Chittagong,Office Chair,Furniture,Tania,CUST-469,Retail,Dealer,Supplier A,35,0.12,155,6,2.9,10762,6893,376670,45200,331470,241255,90215,0.272
ORD-1134,2025-08-17,Sylhet,Monitor,Electronics,Tania,CUST-298,Wholesale,Dealer,Supplier D,5,0.0,269,10,3.1,13700,9302,68500,0,68500,46510,21990,0.321
ORD-1171,2025-08-17,Sylhet,Office Chair,Furniture,Karim,CUST-425,Corporate,Email,Supplier D,35,0.12,231,11,3.1,8994,6009,314790,37775,277015,210315,66700,0.241
ORD-1255,2025-08-19,Khulna,Laptop,Electronics,Sadia,CUST-777,Retail,Facebook,Supplier C,7,0.02,199,8,4.1,80863,56737,566041,11321,554720,397159,157561,0.284
ORD-1101,2025-08-20,Khulna,Monitor,Electronics,Rahim,CUST-787,Wholesale,Online,Supplier D,2,0.07,35,10,5.0,31910,18476,63820,4467,59353,36952,22401,0.377
ORD-1016,2025-08-20,Rajshahi,Mobile,Electronics,Tania,CUST-940,Retail,Direct Sales,Supplier D,1,0.17,276,4,4.8,46288,30828,46288,7869,38419,30828,7591,0.198
ORD-1115,2025-08-20,Sylhet,Laptop,Electronics,Rahim,CUST-173,Retail,Facebook,Supplier A,24,0.13,109,12,2.7,110003,86352,2640072,343209,2296863,2072448,224415,0.098
ORD-1457,2025-08-20,Dhaka,Desk,Furniture,Rahim,CUST-120,Corporate,Direct Sales,Supplier D,21,0.12,127,11,3.9,25467,19526,534807,64177,470630,410046,60584,0.129
ORD-1230,2025-08-20,Chittagong,Laptop,Electronics,Rahim,CUST-191,Retail,Direct Sales,Supplier C,38,0.03,132,12,3.1,89847,56637,3414186,102426,3311760,2152206,1159554,0.35
ORD-1423,2025-08-20,Sylhet,Mobile,Electronics,Rahim,CUST-315,Retail,Direct Sales,Supplier D,9,0.01,127,13,2.9,43946,28608,395514,3955,391559,257472,134087,0.342
ORD-1247,2025-08-21,Dhaka,Monitor,Electronics,Karim,CUST-105,Retail,Online,Supplier A,17,0.07,297,10,4.2,25339,16088,430763,30153,400610,273496,127114,0.317
ORD-1008,2025-08-22,Chittagong,Mobile,Electronics,Karim,CUST-293,Corporate,Email,Supplier B,15,0.15,118,9,3.1,18189,12332,272835,40925,231910,184980,46930,0.202
ORD-1222,2025-08-22,Chittagong,Printer,Office Equipment,Nila,CUST-994,Corporate,Email,Supplier A,6,0.16,102,14,3.7,38230,30024,229380,36701,192679,180144,12535,0.065
ORD-1025,2025-08-22,Khulna,Desk,Furniture,Rahim,CUST-515,Corporate,Facebook,Supplier D,3,0.2,118,2,3.8,23237,14118,69711,13942,55769,42354,13415,0.241
ORD-1027,2025-08-23,Chittagong,Laptop,Electronics,Tania,CUST-765,Retail,Direct Sales,Supplier A,5,0.09,221,1,3.6,80245,58599,401225,36110,365115,292995,72120,0.198
ORD-1093,2025-08-23,Chittagong,Mobile,Electronics,Tania,CUST-854,Retail,Facebook,Supplier B,13,0.03,158,12,3.1,45979,35817,597727,17932,579795,465621,114174,0.197
ORD-1110,2025-08-23,Sylhet,Tablet,Electronics,Sadia,CUST-960,Retail,Email,Supplier C,17,0.16,249,1,4.7,24037,17100,408629,65381,343248,290700,52548,0.153
ORD-1348,2025-08-25,Sylhet,Office Chair,Furniture,Sadia,CUST-113,Retail,Online,Supplier C,27,0.08,230,3,3.9,5912,3291,159624,12770,146854,88857,57997,0.395
ORD-1281,2025-08-26,Khulna,Desk,Furniture,Sadia,CUST-570,Retail,Email,Supplier C,28,0.19,270,6,2.9,28060,22295,785680,149279,636401,624260,12141,0.019
ORD-1299,2025-08-27,Dhaka,Laptop,Electronics,Karim,CUST-778,Retail,Dealer,Supplier C,21,0.1,220,5,4.6,77811,60890,1634031,163403,1470628,1278690,191938,0.131
ORD-1220,2025-08-27,Dhaka,Monitor,Electronics,Karim,CUST-771,Retail,Email,Supplier D,16,0.1,101,2,4.8,21788,13271,348608,34861,313747,212336,101411,0.323
ORD-1036,2025-08-27,Dhaka,Laptop,Electronics,Sadia,CUST-555,Retail,Direct Sales,Supplier A,10,0.0,177,8,4.9,121019,79873,1210190,0,1210190,798730,411460,0.34
ORD-1218,2025-08-27,Chittagong,Monitor,Electronics,Tania,CUST-693,Retail,Facebook,Supplier D,37,0.02,213,11,4.3,40194,26023,1487178,29744,1457434,962851,494583,0.339
ORD-1438,2025-08-28,Rajshahi,Laptop,Electronics,Tania,CUST-998,Corporate,Online,Supplier A,23,0.18,229,13,3.1,78379,59284,1802717,324489,1478228,1363532,114696,0.078
ORD-1405,2025-08-28,Sylhet,Printer,Office Equipment,Rahim,CUST-899,Retail,Email,Supplier C,4,0.18,155,2,4.5,41176,28175,164704,29647,135057,112700,22357,0.166
ORD-1294,2025-08-29,Dhaka,Tablet,Electronics,Rahim,CUST-212,Corporate,Dealer,Supplier D,25,0.07,238,4,3.1,34191,18992,854775,59834,794941,474800,320141,0.403
ORD-1271,2025-08-29,Sylhet,Monitor,Electronics,Karim,CUST-408,Wholesale,Direct Sales,Supplier D,18,0.0,289,2,4.8,26244,16422,472392,0,472392,295596,176796,0.374
ORD-1467,2025-08-30,Rajshahi,Monitor,Electronics,Tania,CUST-675,Retail,Direct Sales,Supplier B,18,0.15,65,10,4.6,38717,29680,696906,104536,592370,534240,58130,0.098
ORD-1285,2025-08-30,Dhaka,Laptop,Electronics,Nila,CUST-418,Retail,Email,Supplier C,9,0.15,292,9,3.0,144922,109200,1304298,195645,1108653,982800,125853,0.114
ORD-1252,2025-08-30,Khulna,Office Chair,Furniture,Sadia,CUST-114,Corporate,Online,Supplier B,17,0.07,98,9,3.7,18075,13791,307275,21509,285766,234447,51319,0.18
ORD-1142,2025-08-31,Dhaka,Printer,Office Equipment,Nila,CUST-408,Retail,Facebook,Supplier B,22,0.07,63,6,4.0,36008,21485,792176,55452,736724,472670,264054,0.358
ORD-1320,2025-08-31,Sylhet,Office Chair,Furniture,Nila,CUST-522,Wholesale,Dealer,Supplier B,5,0.12,259,9,3.9,7512,5519,37560,4507,33053,27595,5458,0.165
ORD-1022,2025-09-01,Dhaka,Mobile,Electronics,Nila,CUST-226,Wholesale,Dealer,Supplier A,28,0.13,164,1,4.3,30653,17242,858284,111577,746707,482776,263931,0.353
ORD-1261,2025-09-01,Khulna,Desk,Furniture,Nila,CUST-629,Retail,Online,Supplier C,37,0.06,21,8,3.4,10402,7849,384874,23092,361782,290413,71369,0.197
ORD-1124,2025-09-03,Dhaka,Office Chair,Furniture,Tania,CUST-160,Retail,Email,Supplier B,23,0.19,240,7,4.2,19253,14608,442819,84136,358683,335984,22699,0.063
ORD-1455,2025-09-04,Dhaka,Monitor,Electronics,Karim,CUST-740,Retail,Online,Supplier D,36,0.02,231,14,2.6,29438,20649,1059768,21195,1038573,743364,295209,0.284
ORD-1268,2025-09-05,Sylhet,Office Chair,Furniture,Sadia,CUST-698,Retail,Online,Supplier C,11,0.06,102,11,3.2,11581,8831,127391,7643,119748,97141,22607,0.189
ORD-1088,2025-09-06,Rajshahi,Office Chair,Furniture,Sadia,CUST-868,Retail,Email,Supplier D,2,0.13,199,9,4.1,18119,10762,36238,4711,31527,21524,10003,0.317
ORD-1378,2025-09-06,Rajshahi,Printer,Office Equipment,Sadia,CUST-759,Corporate,Email,Supplier D,13,0.01,126,1,4.5,25390,19353,330070,3301,326769,251589,75180,0.23
ORD-1201,2025-09-08,Rajshahi,Mobile,Electronics,Rahim,CUST-685,Retail,Online,Supplier B,8,0.12,159,3,3.8,46368,31964,370944,44513,326431,255712,70719,0.217
ORD-1332,2025-09-09,Rajshahi,Monitor,Electronics,Nila,CUST-833,Corporate,Dealer,Supplier A,6,0.11,205,12,3.8,16572,12939,99432,10938,88494,77634,10860,0.123
ORD-1195,2025-09-11,Sylhet,Monitor,Electronics,Karim,CUST-739,Wholesale,Dealer,Supplier C,9,0.01,94,2,4.1,28684,21023,258156,2582,255574,189207,66367,0.26
ORD-1193,2025-09-11,Chittagong,Mobile,Electronics,Nila,CUST-715,Wholesale,Online,Supplier A,25,0.2,182,2,2.6,38930,29591,973250,194650,778600,739775,38825,0.05
ORD-1182,2025-09-11,Khulna,Desk,Furniture,Tania,CUST-384,Retail,Direct Sales,Supplier A,5,0.1,239,6,3.6,23009,15353,115045,11504,103541,76765,26776,0.259
ORD-1100,2025-09-11,Chittagong,Laptop,Electronics,Tania,CUST-506,Corporate,Email,Supplier D,20,0.13,77,6,3.1,124931,70059,2498620,324821,2173799,1401180,772619,0.355
ORD-1108,2025-09-11,Khulna,Mobile,Electronics,Rahim,CUST-530,Corporate,Email,Supplier C,10,0.01,179,10,3.3,78750,50052,787500,7875,779625,500520,279105,0.358
ORD-1240,2025-09-12,Rajshahi,Mobile,Electronics,Sadia,CUST-692,Corporate,Email,Supplier B,20,0.17,280,9,3.5,76008,44520,1520160,258427,1261733,890400,371333,0.294
ORD-1125,2025-09-14,Dhaka,Printer,Office Equipment,Sadia,CUST-675,Corporate,Email,Supplier B,5,0.1,99,13,2.9,10357,6261,51785,5178,46607,31305,15302,0.328
ORD-1387,2025-09-14,Khulna,Office Chair,Furniture,Tania,CUST-132,Corporate,Email,Supplier D,12,0.11,234,1,3.4,15338,8475,184056,20246,163810,101700,62110,0.379
ORD-1221,2025-09-14,Sylhet,Printer,Office Equipment,Rahim,CUST-943,Corporate,Email,Supplier D,34,0.0,123,12,2.7,10226,6934,347684,0,347684,235756,111928,0.322
ORD-1410,2025-09-15,Rajshahi,Desk,Furniture,Karim,CUST-368,Retail,Online,Supplier B,3,0.03,191,2,4.3,23833,13889,71499,2145,69354,41667,27687,0.399
ORD-1231,2025-09-16,Chittagong,Monitor,Electronics,Rahim,CUST-287,Corporate,Facebook,Supplier B,22,0.17,94,8,3.7,12833,7809,282326,47995,234331,171798,62533,0.267
ORD-1249,2025-09-16,Rajshahi,Laptop,Electronics,Rahim,CUST-189,Retail,Dealer,Supplier C,29,0.09,231,12,4.3,80011,44209,2320319,208829,2111490,1282061,829429,0.393
ORD-1045,2025-09-16,Dhaka,Mobile,Electronics,Nila,CUST-475,Wholesale,Direct Sales,Supplier D,34,0.03,262,9,3.5,65003,46755,2210102,66303,2143799,1589670,554129,0.258
ORD-1048,2025-09-17,Chittagong,Printer,Office Equipment,Sadia,CUST-821,Wholesale,Dealer,Supplier C,26,0.16,252,10,3.9,12525,9676,325650,52104,273546,251576,21970,0.08
ORD-1096,2025-09-17,Sylhet,Office Chair,Furniture,Karim,CUST-234,Wholesale,Email,Supplier A,19,0.16,53,6,5.0,14371,8506,273049,43688,229361,161614,67747,0.295
ORD-1487,2025-09-19,Chittagong,Office Chair,Furniture,Sadia,CUST-206,Wholesale,Direct Sales,Supplier C,31,0.13,290,9,3.1,6764,4452,209684,27259,182425,138012,44413,0.243
ORD-1139,2025-09-20,Chittagong,Laptop,Electronics,Rahim,CUST-459,Wholesale,Online,Supplier B,5,0.07,202,9,4.2,76325,57892,381625,26714,354911,289460,65451,0.184
ORD-1250,2025-09-21,Sylhet,Laptop,Electronics,Tania,CUST-220,Corporate,Facebook,Supplier D,28,0.03,93,6,4.6,107672,78060,3014816,90444,2924372,2185680,738692,0.253
ORD-1043,2025-09-22,Sylhet,Office Chair,Furniture,Sadia,CUST-972,Corporate,Email,Supplier B,20,0.2,85,1,3.8,9044,5731,180880,36176,144704,114620,30084,0.208
ORD-1322,2025-09-22,Khulna,Laptop,Electronics,Sadia,CUST-841,Wholesale,Dealer,Supplier C,6,0.05,200,4,2.9,93432,56830,560592,28030,532562,340980,191582,0.36
ORD-1441,2025-09-26,Rajshahi,Monitor,Electronics,Tania,CUST-739,Wholesale,Facebook,Supplier A,30,0.16,209,2,3.5,17684,12448,530520,84883,445637,373440,72197,0.162
ORD-1456,2025-09-26,Chittagong,Printer,Office Equipment,Sadia,CUST-140,Corporate,Email,Supplier C,27,0.09,93,12,2.7,44604,27279,1204308,108388,1095920,736533,359387,0.328
ORD-1104,2025-09-26,Chittagong,Monitor,Electronics,Karim,CUST-991,Retail,Facebook,Supplier B,21,0.17,91,7,2.8,38457,21165,807597,137291,670306,444465,225841,0.337
ORD-1346,2025-09-27,Dhaka,Mobile,Electronics,Karim,CUST-466,Corporate,Direct Sales,Supplier A,39,0.03,178,4,4.2,48966,29134,1909674,57290,1852384,1136226,716158,0.387
ORD-1343,2025-09-27,Khulna,Monitor,Electronics,Sadia,CUST-606,Wholesale,Online,Supplier A,4,0.05,278,13,4.4,14471,9976,57884,2894,54990,39904,15086,0.274
ORD-1401,2025-09-28,Chittagong,Printer,Office Equipment,Sadia,CUST-719,Wholesale,Online,Supplier C,13,0.07,230,4,4.6,47084,28847,612092,42846,569246,375011,194235,0.341
ORD-1364,2025-09-30,Rajshahi,Printer,Office Equipment,Karim,CUST-446,Retail,Dealer,Supplier D,33,0.15,85,4,4.3,26482,19828,873906,131086,742820,654324,88496,0.119
ORD-1442,2025-10-01,Sylhet,Tablet,Electronics,Karim,CUST-926,Corporate,Direct Sales,Supplier D,13,0.16,49,1,4.6,50270,28968,653510,104562,548948,376584,172364,0.314
ORD-1489,2025-10-02,Rajshahi,Desk,Furniture,Tania,CUST-339,Retail,Direct Sales,Supplier A,2,0.15,193,4,4.0,27385,20667,54770,8216,46554,41334,5220,0.112
ORD-1478,2025-10-02,Dhaka,Mobile,Electronics,Rahim,CUST-971,Corporate,Facebook,Supplier C,10,0.14,69,6,3.1,44091,32080,440910,61727,379183,320800,58383,0.154
ORD-1422,2025-10-03,Sylhet,Monitor,Electronics,Sadia,CUST-198,Retail,Online,Supplier C,22,0.06,154,10,2.9,16879,10949,371338,22280,349058,240878,108180,0.31
ORD-1458,2025-10-04,Rajshahi,Printer,Office Equipment,Karim,CUST-949,Corporate,Facebook,Supplier A,11,0.03,132,11,4.1,26736,18478,294096,8823,285273,203258,82015,0.287
ORD-1129,2025-10-04,Sylhet,Desk,Furniture,Sadia,CUST-680,Wholesale,Dealer,Supplier B,26,0.17,100,13,2.8,11974,8276,311324,52925,258399,215176,43223,0.167
ORD-1189,2025-10-04,Sylhet,Laptop,Electronics,Sadia,CUST-781,Retail,Dealer,Supplier B,5,0.12,87,10,4.8,106590,75420,532950,63954,468996,377100,91896,0.196
ORD-1420,2025-10-04,Rajshahi,Printer,Office Equipment,Nila,CUST-605,Corporate,Online,Supplier A,26,0.17,263,11,3.4,39622,29569,1030172,175129,855043,768794,86249,0.101
ORD-1073,2025-10-04,Khulna,Desk,Furniture,Karim,CUST-310,Retail,Online,Supplier B,30,0.17,278,6,4.2,26109,17379,783270,133156,650114,521370,128744,0.198
ORD-1256,2025-10-05,Khulna,Office Chair,Furniture,Tania,CUST-190,Corporate,Facebook,Supplier C,19,0.13,234,3,2.7,14239,8165,270541,35170,235371,155135,80236,0.341
ORD-1368,2025-10-05,Rajshahi,Mobile,Electronics,Sadia,CUST-403,Corporate,Dealer,Supplier C,22,0.19,164,14,4.3,74113,52303,1630486,309792,1320694,1150666,170028,0.129
ORD-1126,2025-10-06,Rajshahi,Monitor,Electronics,Tania,CUST-462,Corporate,Dealer,Supplier B,4,0.08,225,7,3.6,36146,22716,144584,11567,133017,90864,42153,0.317
ORD-1020,2025-10-06,Sylhet,Printer,Office Equipment,Nila,CUST-977,Retail,Dealer,Supplier A,32,0.1,250,2,4.5,34001,24451,1088032,108803,979229,782432,196797,0.201
ORD-1330,2025-10-08,Dhaka,Printer,Office Equipment,Tania,CUST-776,Retail,Email,Supplier C,14,0.05,241,14,3.4,18712,13653,261968,13098,248870,191142,57728,0.232
ORD-1302,2025-10-09,Sylhet,Tablet,Electronics,Sadia,CUST-537,Retail,Facebook,Supplier A,21,0.04,27,2,3.0,50176,33333,1053696,42148,1011548,699993,311555,0.308
ORD-1035,2025-10-10,Dhaka,Office Chair,Furniture,Karim,CUST-486,Corporate,Facebook,Supplier A,22,0.06,74,9,4.2,17281,12837,380182,22811,357371,282414,74957,0.21
ORD-1133,2025-10-10,Khulna,Office Chair,Furniture,Karim,CUST-895,Retail,Facebook,Supplier D,9,0.15,48,4,4.0,12166,8882,109494,16424,93070,79938,13132,0.141
ORD-1238,2025-10-11,Khulna,Mobile,Electronics,Nila,CUST-892,Corporate,Direct Sales,Supplier D,8,0.15,211,7,3.9,62960,38843,503680,75552,428128,310744,117384,0.274
ORD-1177,2025-10-11,Sylhet,Laptop,Electronics,Nila,CUST-855,Wholesale,Direct Sales,Supplier D,25,0.11,176,5,2.8,83332,53545,2083300,229163,1854137,1338625,515512,0.278
ORD-1278,2025-10-12,Chittagong,Mobile,Electronics,Tania,CUST-728,Retail,Facebook,Supplier B,37,0.04,250,10,4.9,74295,52522,2748915,109957,2638958,1943314,695644,0.264
ORD-1145,2025-10-12,Dhaka,Mobile,Electronics,Tania,CUST-699,Corporate,Email,Supplier D,37,0.1,204,13,3.2,68330,53547,2528210,252821,2275389,1981239,294150,0.129
ORD-1267,2025-10-12,Chittagong,Tablet,Electronics,Nila,CUST-818,Retail,Online,Supplier D,8,0.14,263,5,3.0,25254,18374,202032,28284,173748,146992,26756,0.154
ORD-1417,2025-10-13,Sylhet,Desk,Furniture,Tania,CUST-849,Corporate,Dealer,Supplier D,36,0.06,299,5,3.1,29534,21705,1063224,63793,999431,781380,218051,0.218
ORD-1340,2025-10-14,Chittagong,Tablet,Electronics,Sadia,CUST-784,Wholesale,Online,Supplier B,30,0.13,68,8,2.5,39388,30438,1181640,153613,1028027,913140,114887,0.112
ORD-1184,2025-10-15,Sylhet,Printer,Office Equipment,Sadia,CUST-200,Corporate,Dealer,Supplier D,39,0.13,143,5,3.3,10347,6795,403533,52459,351074,265005,86069,0.245
ORD-1409,2025-10-15,Khulna,Mobile,Electronics,Nila,CUST-382,Retail,Facebook,Supplier D,10,0.05,264,12,4.4,41177,31690,411770,20588,391182,316900,74282,0.19
ORD-1430,2025-10-15,Sylhet,Printer,Office Equipment,Nila,CUST-107,Retail,Facebook,Supplier A,29,0.13,130,2,4.0,46738,25998,1355402,176202,1179200,753942,425258,0.361
ORD-1127,2025-10-16,Khulna,Printer,Office Equipment,Rahim,CUST-664,Retail,Dealer,Supplier C,3,0.12,251,8,3.0,16393,9522,49179,5901,43278,28566,14712,0.34
ORD-1291,2025-10-17,Dhaka,Printer,Office Equipment,Tania,CUST-663,Retail,Email,Supplier B,16,0.14,232,6,3.5,24818,17850,397088,55592,341496,285600,55896,0.164
ORD-1118,2025-10-17,Sylhet,Mobile,Electronics,Nila,CUST-283,Retail,Email,Supplier C,5,0.16,144,11,5.0,33740,20058,168700,26992,141708,100290,41418,0.292
ORD-1102,2025-10-18,Rajshahi,Mobile,Electronics,Nila,CUST-513,Retail,Facebook,Supplier A,21,0.05,243,8,3.3,58532,42512,1229172,61459,1167713,892752,274961,0.235
ORD-1425,2025-10-18,Dhaka,Laptop,Electronics,Tania,CUST-307,Retail,Direct Sales,Supplier B,10,0.06,20,11,4.3,78111,60437,781110,46867,734243,604370,129873,0.177
ORD-1469,2025-10-19,Dhaka,Laptop,Electronics,Nila,CUST-174,Retail,Direct Sales,Supplier A,30,0.07,78,5,4.0,103907,71237,3117210,218205,2899005,2137110,761895,0.263
ORD-1113,2025-10-20,Chittagong,Monitor,Electronics,Karim,CUST-182,Retail,Email,Supplier A,20,0.06,135,13,4.3,39733,28121,794660,47680,746980,562420,184560,0.247
ORD-1237,2025-10-21,Chittagong,Monitor,Electronics,Nila,CUST-822,Wholesale,Dealer,Supplier B,7,0.15,96,9,4.3,12503,9100,87521,13128,74393,63700,10693,0.144
ORD-1038,2025-10-23,Rajshahi,Laptop,Electronics,Nila,CUST-182,Retail,Direct Sales,Supplier B,21,0.17,270,1,4.7,85871,62363,1803291,306559,1496732,1309623,187109,0.125
ORD-1041,2025-10-23,Sylhet,Office Chair,Furniture,Karim,CUST-450,Corporate,Dealer,Supplier A,11,0.18,137,11,3.8,5622,3537,61842,11132,50710,38907,11803,0.233
ORD-1049,2025-10-23,Dhaka,Monitor,Electronics,Nila,CUST-287,Retail,Dealer,Supplier C,12,0.19,223,6,4.1,44672,25326,536064,101852,434212,303912,130300,0.3
ORD-1152,2025-10-24,Rajshahi,Monitor,Electronics,Tania,CUST-837,Retail,Online,Supplier C,30,0.1,226,10,4.8,18217,13537,546510,54651,491859,406110,85749,0.174
ORD-1107,2025-10-25,Rajshahi,Desk,Furniture,Sadia,CUST-463,Retail,Direct Sales,Supplier D,8,0.11,206,12,3.3,29844,18514,238752,26263,212489,148112,64377,0.303
ORD-1007,2025-10-25,Rajshahi,Printer,Office Equipment,Sadia,CUST-772,Retail,Direct Sales,Supplier B,29,0.17,144,13,3.0,11411,6624,330919,56256,274663,192096,82567,0.301
ORD-1010,2025-10-26,Dhaka,Tablet,Electronics,Sadia,CUST-614,Retail,Direct Sales,Supplier C,21,0.02,288,1,2.8,30717,17995,645057,12901,632156,377895,254261,0.402
ORD-1444,2025-10-26,Sylhet,Printer,Office Equipment,Rahim,CUST-102,Retail,Facebook,Supplier B,19,0.14,200,14,4.1,38690,27929,735110,102915,632195,530651,101544,0.161
ORD-1463,2025-10-26,Khulna,Desk,Furniture,Tania,CUST-355,Wholesale,Direct Sales,Supplier B,2,0.15,122,7,4.7,10511,7500,21022,3153,17869,15000,2869,0.161
ORD-1450,2025-10-26,Khulna,Monitor,Electronics,Karim,CUST-139,Wholesale,Email,Supplier A,26,0.17,80,6,4.2,42462,25140,1104012,187682,916330,653640,262690,0.287
ORD-1303,2025-10-27,Khulna,Laptop,Electronics,Nila,CUST-636,Retail,Direct Sales,Supplier B,6,0.12,153,4,2.8,112683,70697,676098,81132,594966,424182,170784,0.287
ORD-1257,2025-10-28,Khulna,Mobile,Electronics,Sadia,CUST-570,Corporate,Online,Supplier B,38,0.07,219,2,4.9,75889,54246,2883782,201865,2681917,2061348,620569,0.231
ORD-1493,2025-10-28,Chittagong,Laptop,Electronics,Sadia,CUST-722,Retail,Email,Supplier D,18,0.14,176,1,4.5,126298,71360,2273364,318271,1955093,1284480,670613,0.343
ORD-1447,2025-10-29,Khulna,Mobile,Electronics,Tania,CUST-997,Wholesale,Direct Sales,Supplier D,36,0.08,127,14,3.6,33605,18983,1209780,96782,1112998,683388,429610,0.386
ORD-1179,2025-10-29,Sylhet,Tablet,Electronics,Sadia,CUST-583,Retail,Email,Supplier C,8,0.06,294,1,4.3,39305,22197,314440,18866,295574,177576,117998,0.399
ORD-1021,2025-10-30,Khulna,Laptop,Electronics,Tania,CUST-856,Retail,Facebook,Supplier B,1,0.15,150,10,4.9,76180,45972,76180,11427,64753,45972,18781,0.29
ORD-1254,2025-11-03,Dhaka,Laptop,Electronics,Nila,CUST-426,Retail,Facebook,Supplier B,24,0.17,173,1,4.0,71295,54216,1711080,290884,1420196,1301184,119012,0.084
ORD-1205,2025-11-04,Rajshahi,Monitor,Electronics,Tania,CUST-560,Retail,Email,Supplier D,39,0.16,169,2,3.0,35490,25649,1384110,221458,1162652,1000311,162341,0.14
ORD-1451,2025-11-05,Sylhet,Mobile,Electronics,Nila,CUST-750,Retail,Dealer,Supplier D,22,0.03,41,14,3.6,17162,11556,377564,11327,366237,254232,112005,0.306
ORD-1039,2025-11-05,Sylhet,Mobile,Electronics,Nila,CUST-681,Wholesale,Facebook,Supplier C,5,0.18,258,2,4.9,29890,19819,149450,26901,122549,99095,23454,0.191
ORD-1188,2025-11-06,Rajshahi,Printer,Office Equipment,Karim,CUST-620,Corporate,Online,Supplier A,10,0.07,149,2,4.1,46210,35242,462100,32347,429753,352420,77333,0.18
ORD-1063,2025-11-06,Rajshahi,Desk,Furniture,Tania,CUST-447,Retail,Direct Sales,Supplier B,3,0.02,213,7,3.4,23363,14452,70089,1402,68687,43356,25331,0.369
ORD-1084,2025-11-08,Dhaka,Tablet,Electronics,Karim,CUST-407,Retail,Facebook,Supplier C,3,0.12,121,9,3.7,45978,26374,137934,16552,121382,79122,42260,0.348
ORD-1046,2025-11-08,Sylhet,Desk,Furniture,Sadia,CUST-556,Corporate,Online,Supplier C,30,0.11,61,1,2.7,8807,5760,264210,29063,235147,172800,62347,0.265
ORD-1051,2025-11-08,Dhaka,Mobile,Electronics,Rahim,CUST-881,Retail,Dealer,Supplier B,9,0.2,142,11,2.7,25455,14758,229095,45819,183276,132822,50454,0.275
ORD-1431,2025-11-10,Dhaka,Desk,Furniture,Karim,CUST-254,Retail,Direct Sales,Supplier C,27,0.15,139,5,2.8,22917,16563,618759,92814,525945,447201,78744,0.15
ORD-1488,2025-11-12,Dhaka,Mobile,Electronics,Karim,CUST-372,Corporate,Online,Supplier D,32,0.0,258,4,4.6,52254,32722,1672128,0,1672128,1047104,625024,0.374
ORD-1211,2025-11-12,Sylhet,Tablet,Electronics,Rahim,CUST-838,Retail,Email,Supplier D,28,0.03,84,1,3.7,37102,27245,1038856,31166,1007690,762860,244830,0.243
ORD-1440,2025-11-12,Dhaka,Tablet,Electronics,Karim,CUST-361,Retail,Direct Sales,Supplier B,3,0.03,69,9,2.6,49274,36942,147822,4435,143387,110826,32561,0.227
ORD-1475,2025-11-14,Dhaka,Office Chair,Furniture,Rahim,CUST-175,Corporate,Email,Supplier C,18,0.15,31,7,4.5,18420,14342,331560,49734,281826,258156,23670,0.084
ORD-1402,2025-11-17,Sylhet,Desk,Furniture,Sadia,CUST-450,Corporate,Facebook,Supplier D,26,0.13,142,3,3.1,27257,18674,708682,92129,616553,485524,131029,0.213
ORD-1052,2025-11-17,Rajshahi,Office Chair,Furniture,Sadia,CUST-933,Corporate,Online,Supplier B,30,0.1,258,3,3.4,13097,7788,392910,39291,353619,233640,119979,0.339
ORD-1358,2025-11-19,Chittagong,Mobile,Electronics,Karim,CUST-378,Corporate,Email,Supplier A,35,0.04,241,7,4.6,34255,20225,1198925,47957,1150968,707875,443093,0.385
ORD-1328,2025-11-20,Khulna,Laptop,Electronics,Rahim,CUST-452,Retail,Direct Sales,Supplier A,3,0.08,150,10,4.9,142191,106464,426573,34126,392447,319392,73055,0.186
